time,flux,flux_err
131.51235274979263,1.0037227,0.000563475
131.53278711021267,1.002664,0.0005635054
131.55322137063922,1.0020752,0.00056339975
131.57365553094132,1.0029384,0.00056355755
131.59408979113505,1.0026213,0.0005636313
131.61452415132953,1.0040523,0.00056355423
131.63495831140608,1.0028136,0.00056366995
131.6553925714761,1.0033215,0.00056388346
131.67582693143777,1.003023,0.00056380226
131.69626119127497,1.0026753,0.0005635283
131.7166953511187,1.0027263,0.00056377816
131.73712961084675,1.0030322,0.0005638162
131.7575639705683,1.0029429,0.0005635804
131.77799813017918,1.0039105,0.00056348107
131.79843238967442,1.0025591,0.0005634636
131.81886674916313,1.0037307,0.0005633896
131.8393009086576,1.0037329,0.00056355796
131.85973516792,1.0030788,0.0005634009
131.88016942717513,1.0031725,0.0005634692
131.90060368643753,1.0031191,0.0005634708
131.92103794558352,1.0031921,0.00056388974
131.94147220460582,1.0030522,0.000563562
131.9619064636354,1.0024506,0.0005632431
131.98234072254854,1.003154,0.0005636459
132.002774981338,1.002385,0.0005635501
132.02320914013399,1.0025502,0.0005638749
132.0436434989315,1.0026923,0.0005635287
132.06407775748812,1.0034813,0.000563572
132.08451191605127,1.003141,0.0005637234
132.10494617461518,1.0037754,0.0005636628
132.12538053305616,1.0019379,0.0005632715
132.14581469138648,1.00362,0.00056390004
132.16624894971756,1.0037725,0.000563588
132.1866833079257,1.0020616,0.0005634066
132.20711756602395,1.0039313,0.0005635733
132.22755172412144,1.0036049,0.0005637218
132.24798598210327,1.0024445,0.00056341954
132.2684203400786,1.0029482,0.00056364684
132.28885449794325,1.0031017,0.0005639053
132.30928875568497,1.0028263,0.0005638392
132.32972311343474,1.0022271,0.00056376983
132.35015727106656,1.0042934,0.0005640271
132.37059152869915,1.0030657,0.00056361913
132.39102578620805,1.0024896,0.00056341646
132.4114600436078,1.003161,0.00056367286
132.43189430100028,1.0029075,0.0005635866
132.45232855828363,1.0031217,0.00056363153
132.47276291556773,1.0018556,0.000563643
132.4931970727339,1.0039617,0.0005634602
132.51363132977713,1.0032488,0.0005634979
132.53406548682688,1.0023873,0.00056357187
132.55449984375446,1.0027639,0.000563285
132.57493410057214,1.0025297,0.0005632615
132.59536825738905,1.0025032,0.00056351855
132.6158026142075,1.0025697,0.00056381564
132.63623687078507,1.0028318,0.000563581
132.65667112736992,1.002952,0.0005636092
132.677105283954,1.0028543,0.0005633388
132.6975396402995,1.0020052,0.0005635692
132.71797389665153,1.0030115,0.0005637695
132.7384080530028,1.0025125,0.00056351355
132.75884240923187,1.0024772,0.0005635642
132.77927666535106,1.0030421,0.00056332746
132.7997108214695,1.0041286,0.00056344847
132.82014507746499,1.0028006,0.00056336477
132.8405794333521,1.0021447,0.00056349416
132.8610135892377,1.0018182,0.00056337035
132.88144784500037,1.0026934,0.00056348444
132.90188220077107,1.0019839,0.0005633515
132.92231635642383,1.0019994,0.00056340377
132.94275061195367,1.0016767,0.0005634152
132.96318486737437,1.0022486,0.0005634803
