time,flux,flux_err,centroid_col,centroid_row,cadenceno,quality
1410.932603547383,672.701416015625,0.783999502658844,1655.2925662384748,302.61210184783613,0,0
1410.9534375930616,672.5746459960938,0.784091055393219,1655.292168683719,302.6108499797132,1,0
1411.015939720785,671.072265625,0.7834328413009644,1655.2923179338177,302.6124266792956,2,0
1411.0367737604106,669.9874267578125,0.7827935814857483,1655.2926170034018,302.6122757530832,3,0
1411.0576077981732,670.9234619140625,0.7831931710243225,1655.2924384871017,302.61372792681493,4,0
1411.078441834072,670.0292358398438,0.782707154750824,1655.292754081229,302.6143869618562,5,0
1411.0992758685752,670.3511962890625,0.7826043367385864,1655.2925864565293,302.61331611556517,6,0
1411.120109901215,670.2002563476562,0.784462034702301,1655.2924022051332,302.61294475300485,7,0
1411.140943932458,669.1480102539062,0.7823932766914368,1655.291658704511,302.61278120014913,8,0
1411.161777961839,670.786376953125,0.7830950021743774,1655.2920354282248,302.6132958980412,9,0
1411.1826119898224,669.07275390625,0.782525360584259,1655.2918621890283,302.6131031788834,10,0
1411.203446015943,669.7044677734375,0.7826399803161621,1655.2926345767457,302.61379239509034,11,0
1411.224280040667,667.638916015625,0.7817124128341675,1655.2919411001192,302.6128861281649,12,0
1411.2451140635285,669.2575073242188,0.7822386026382446,1655.2923549365419,302.6136794734939,13,0
1411.265948084528,668.9508666992188,0.7825740575790405,1655.2927158633993,302.6133619921586,14,0
1411.286782104129,668.9260864257812,0.7819188237190247,1655.2921453946897,302.6140908018798,15,0
1411.307616121868,669.6691284179688,0.7825650572776794,1655.2912132984939,302.61258347377594,16,0
1411.328450137745,669.6719970703125,0.783136785030365,1655.2921221025772,302.613842184758,17,0
1411.349284152225,670.5087890625,0.7827572822570801,1655.292482255888,302.61348284884525,18,0
1411.3701181653068,671.324951171875,0.7832233309745789,1655.2916347622163,302.61259092654706,19,0
1411.390952176527,668.5360717773438,0.7827035188674927,1655.2924282145236,302.61394208318137,20,0
1411.411786185884,668.8099365234375,0.7819197773933411,1655.2933786463354,302.61470334507476,21,0
1411.4326201938438,668.759521484375,0.7829063534736633,1655.2926139568326,302.6151341896417,22,0
1411.453454199942,669.185791015625,0.7823236584663391,1655.2925164676203,302.6132125403824,23,0
1411.4742882046426,670.0238037109375,0.782617449760437,1655.2925636769917,302.6134878120767,24,0
1411.49512220748,671.7916259765625,0.7834845781326294,1655.292604714575,302.613357998458,25,0
1411.515956208922,670.3564453125,0.7830520272254944,1655.2933225941263,302.61473492960107,26,0
1411.5367902085004,669.4559326171875,0.7821589112281799,1655.291132220606,302.61226043149907,27,0
1411.5576242066813,669.4182739257812,0.7826200723648071,1655.2920104435286,302.6132425623526,28,0
1411.578458203,670.1016845703125,0.7825646996498108,1655.2926647284721,302.61383845498466,29,0
1411.5992921979218,670.802734375,0.7834683060646057,1655.2926307628309,302.6128290498499,30,0
1411.6201261909819,671.430419921875,0.7830780148506165,1655.2918788649756,302.61318810975575,31,0
1411.6409601826435,669.9710693359375,0.7829493880271912,1655.2914356644364,302.6116344545034,32,0
1411.6617941729073,669.7162475585938,0.7839582562446594,1655.292740888671,302.61362265804803,33,0
1411.6826281613098,667.1039428710938,0.7814289927482605,1655.2935731348455,302.61476940951786,34,0
1411.7034621483153,664.8402099609375,0.7799443602561951,1655.293165600544,302.6142790079853,35,0
1411.7242961334591,662.6790771484375,0.7789738774299622,1655.2937833541826,302.6134940216447,36,0
1411.74513011767,663.24951171875,0.7795038819313049,1655.2937098773498,302.6147207334715,37,0
1411.765964099553,664.15966796875,0.7795785665512085,1655.293219158557,302.61397530342987,38,0
1411.786798080505,671.2227783203125,0.7841597199440002,1655.2930238238173,302.61249230948573,39,0
1411.807632059595,671.2017822265625,0.7830660343170166,1655.293219086712,302.61313127616063,40,0
1411.828466037287,670.982666015625,0.7833318710327148,1655.2925999101278,302.6133050299362,41,0
1411.8493000135818,672.8953247070312,0.7837988138198853,1655.2932432642035,302.6126849559948,42,0
1411.870133988015,671.3597412109375,0.7831523418426514,1655.2926574640544,302.61388225781434,43,0
1411.890967961051,671.5242309570312,0.7835389971733093,1655.2932288050456,302.61262193298046,44,0
1411.9118019326895,673.0562133789062,0.7839746475219727,1655.2923452708915,302.61321647180426,45,0
1411.9326359029315,671.94287109375,0.7833723425865173,1655.293910716868,302.6137367618751,46,0
1411.953469871311,671.180419921875,0.783160924911499,1655.2937599917066,302.61343744714287,47,0
1411.9743038387578,671.1939086914062,0.783224880695343,1655.2936624481522,302.6139076212887,48,0
1411.995137804343,672.3505859375,0.7843548059463501,1655.2926236261542,302.6128526210371,49,0
1412.0159717685315,672.0543212890625,0.7834262251853943,1655.292777577169,302.61262074130286,50,0
1412.036805731323,672.008056640625,0.7833009362220764,1655.2923132955138,302.612939547764,51,0
1412.0576396927172,670.881103515625,0.7838311791419983,1655.2927882234221,302.6129117600928,52,0
1412.078473652248,673.1646728515625,0.7840294241905212,1655.2925953135016,302.61231325589597,53,0
1412.0993076108484,671.3035278320312,0.7835018634796143,1655.29283428483,302.613178523848,54,0
1412.1201415675864,672.0906982421875,0.7835411429405212,1655.2928350627624,302.61294625253845,55,0
1412.1409755233922,672.0687866210938,0.7833186984062195,1655.2937695795408,302.61370802843476,56,0
1412.1618094773362,672.6275024414062,0.78383868932724,1655.2934247924902,302.6129731698573,57,0
1412.182643430349,672.1705322265625,0.7835873365402222,1655.2931057895864,302.612544246072,58,0
