time,flux,flux_err
131.51271468758932,1.0021453,0.0004337423
131.5331494016791,1.0012975,0.00043426288
131.553584015659,1.0017208,0.0004343449
131.57401852951443,1.0011095,0.000433843
131.5944531432615,1.0007203,0.0004344126
131.6148878568929,1.0014781,0.00043404117
131.63532237040636,1.0015625,0.00043408974
131.6557569837969,1.0011971,0.00043425363
131.67619169707905,1.0022477,0.0004346098
131.69662631023675,1.0002134,0.0004341412
131.71706082340097,1.0011568,0.0004337518
131.73749543633312,1.0002867,0.00043409673
131.75793014914234,1.0008152,0.00043418445
131.7783646618409,1.0009643,0.00043386707
131.79879927454022,1.0009927,0.00043416876
131.8192339870002,1.0013893,0.0004342712
131.8396684993495,1.0003898,0.00043407403
131.86010311169957,0.99992704,0.0004342039
131.88053772380954,1.0005316,0.00043434766
131.90097233592678,0.99957734,0.00043420008
131.9214069478112,0.9998211,0.00043375837
131.94184155968833,0.999666,0.00043417758
131.9622761713399,1.0009179,0.0004340737
131.9827107829915,1.0001037,0.00043402065
132.00314539440296,0.9993059,0.00043389216
132.02357990582095,0.9996494,0.0004339252
132.04401461700763,0.9989946,0.00043408768
132.06444922818628,1.0002862,0.00043425057
132.08488373925502,0.99961835,0.00043401503
132.1053183500917,0.998786,0.00043402656
132.12575306092185,1.0001767,0.0004341376
132.14618757164135,0.99990857,0.00043417586
132.1666221822452,0.9993055,0.00043380054
132.1870568926097,0.99898434,0.00043397205
132.2074915029807,0.99945015,0.0004338614
132.22792601323454,0.9989251,0.0004341669
132.24836062337272,0.9991415,0.00043380927
132.26879533327156,0.9984358,0.00043397586
132.28922984317614,0.99926937,0.00043418785
132.3096644529578,0.99854964,0.00043404178
132.3300991626311,0.99929124,0.00043432973
132.35053367218643,0.99923444,0.00043437653
132.3709682815097,0.9993854,0.00043407682
132.3914028908257,0.999283,0.00043400016
132.41183750003256,0.9983584,0.00043372126
132.43227210911573,0.99857855,0.00043411407
132.45270671808976,0.99917245,0.0004339988
132.47314142694813,0.9992277,0.00043422388
132.49357593557215,0.99966556,0.0004339442
132.51401054418966,0.99796706,0.00043392248
132.53444505269727,0.9989781,0.00043405616
132.5548797610827,0.9990426,0.00043394192
132.57531436935824,0.99885046,0.0004339367
132.5957488775166,0.99812865,0.00043408788
132.61618358544365,0.998872,0.00043413008
132.63661819336266,0.9983698,0.00043403983
132.65705280117254,0.99958533,0.0004338122
132.67748730886524,0.99880546,0.00043428558
132.69792201643577,0.99832493,0.00043402656
132.7183566238964,0.9986163,0.00043384498
132.73879113112343,0.99893576,0.00043415112
132.75922583834472,0.9992874,0.00043400982
132.7796604454561,0.9987338,0.00043413154
132.8000949523339,0.99898607,0.00043378645
132.82052955920517,0.9985293,0.00043355956
132.84096426596807,0.99805653,0.000433725
132.86139877261303,0.9984687,0.0004338172
132.88183337901864,0.9979647,0.00043384754
132.9022680854323,0.99965745,0.00043395653
132.9227025916116,0.9986298,0.00043426926
132.94313719778438,0.9992259,0.00043411407
132.96357180384803,0.99872375,0.0004341154
132.9840065096796,0.99848115,0.00043415668
133.00444101550238,0.9985957,0.00043411943
133.02487562110036,0.99889314,0.00043410136
133.04531022669835,0.99892116,0.00043396544
133.06574483205623,0.9976724,0.00043425948
133.08617943742138,0.99855876,0.0004343717
133.1066140425537,0.9992732,0.00043417435
133.12704864756233,0.99812156,0.0004342333
133.14748325257824,0.99875194,0.00043411762
133.16791785736132,0.9988172,0.0004343481
133.1883524620207,0.99859595,0.0004342896
133.20878716668813,0.9994205,0.000434401
133.2292216711212,0.9992088,0.00043444606
133.24965627543133,0.99868613,0.00043434807
133.27009087963233,0.99884504,0.000434326
133.29052548371692,0.99954456,0.00043405805
133.3109600876778,0.9992622,0.00043444918
133.3313945915288,0.99869686,0.00043419586
133.3518292952649,0.99902844,0.0004342048
133.37226389887655,0.9996143,0.0004342121
133.39269850237906,0.99930316,0.0004342636
133.41313310576516,0.9992067,0.0004340102
133.43356770902756,1.0003825,0.00043397778
133.45400231218082,0.99972004,0.00043408788
133.4744368151005,0.9991641,0.0004343611
133.4948715180144,0.99894345,0.00043432496
133.51530612081842,0.9996027,0.00043434076
133.53574062338885,0.99948853,0.00043435887
133.55617532595352,0.9990871,0.0004344035
133.57660992829187,0.9997784,0.0004343878
133.59704443062947,0.99946713,0.00043441064
133.61747903272772,0.99878454,0.00043422874
133.63791373471759,1.0000111,0.0004344732
133.65834833669942,0.99982643,0.00043447083
133.67878283845494,1.001372,0.00043474475
133.69921754009556,1.0000752,0.00043422534
133.719652141619,0.999027,0.0004344516
133.740086643018,1.0001118,0.00043444944
133.76052124430862,1.0010134,0.00043478017
133.7809559454763,1.0006362,0.00043457848
133.80139044653333,1.0000787,0.00043440197
133.8218250474747,1.0006956,0.00043467566
133.84225964829966,1.0010898,0.000434721
133.8626942488845,0.99952686,0.00043473716
133.88312884947663,1.0010391,0.00043460468
133.90356344995234,1.0008737,0.00043471946
133.92399805018795,1.0010241,0.00043450764
133.94443265043083,1.000662,0.00043477298
133.96486725044088,1.0013572,0.00043451166
133.98530175032647,1.0011868,0.00043452266
134.00573645010445,1.0012975,0.0004347951
134.02617104988167,1.0013213,0.00043461347
134.04660554941802,1.0014486,0.00043458425
134.06704024884675,1.0025355,0.00043486024
134.0874748481583,1.0010339,0.00043461163
134.107909347229,1.0015336,0.00043455668
134.12834394630772,1.0023229,0.0004348913
134.1487786452708,1.0023599,0.00043485043
134.16921324410941,1.0052059,0.00043502921
134.18964774272172,1.0016738,0.00043472153
134.21008244133554,1.0019351,0.0004348479
134.2305170397085,1.0031276,0.0004349279
134.25095153797156,1.0024633,0.00043478244
134.27138613623538,1.0024565,0.00043462054
134.29182083425985,1.0037633,0.00043496533
134.31225533217366,1.0030092,0.00043487758
134.33268992997182,1.0032251,0.00043484438
134.35312462764705,1.0032446,0.00043481385
134.3735591252116,1.0037403,0.0004348015
134.41442831986933,0.9969326,0.00043439015
134.4348629170854,0.98925275,0.00043351325
134.45529751406866,0.9878787,0.0004336335
134.47573211092822,0.99063945,0.00043408864
134.49616680779582,1.0009352,0.00043504246
134.51660130442906,1.0037068,0.0004351838
134.53703590093937,1.0032493,0.00043501437
134.55747039733978,1.0039907,0.00043495154
134.5779050936253,1.0038549,0.00043500686
134.59833968978637,1.0035609,0.00043502124
134.61877418572112,1.0039927,0.00043500983
134.63920878165663,1.0048318,0.00043528224
134.65964347746922,1.0042992,0.00043522855
134.68007807305548,1.0048332,0.0004353472
134.70051266852533,1.0048275,0.00043532776
134.7209472639879,1.0047947,0.00043534412
134.74138185922493,1.0044317,0.00043525052
134.76181635434477,1.0041887,0.00043529627
134.7822509493417,1.005006,0.00043527916
134.8026856441138,1.004879,0.00043518556
134.82312023888517,1.0049217,0.00043530716
134.84355473353935,1.0052826,0.00043527072
134.86398942795495,1.004504,0.00043528614
134.88442402237706,1.0048087,0.00043533437
134.90485861655907,1.0056309,0.00043548644
134.92529311063117,1.006163,0.00043541615
134.9457278045884,1.0051711,0.0004352683
134.96616239842115,1.0051854,0.00043510782
134.986596892144,1.0056156,0.00043540745
135.00703158575197,1.0051998,0.00043523975
135.02746617911907,1.0056905,0.00043535786
135.0479006724927,1.0061927,0.00043537206
135.06833526563423,1.0060155,0.00043545908
135.08876995865285,1.0059159,0.0004354131
135.1092044515608,1.0060468,0.00043540925
135.1296390443531,1.0064948,0.00043554354
135.15007373702247,1.0065999,0.00043534423
135.17050832958193,1.0066751,0.0004355299
135.1909428219078,1.0070511,0.0004354601
135.21137741422717,1.0069982,0.00043539336
135.23181210632174,1.0071831,0.0004355011
135.25224659829837,1.0067418,0.0004355086
135.2726811902685,1.0068294,0.00043548326
135.29311568201229,1.0068241,0.0004353545
135.3135503736412,1.0076708,0.0004353819
135.33398496502923,1.0073643,0.00043554857
135.35441945642378,1.0072974,0.00043552945
135.37485414758703,1.0079856,0.00043536528
135.39528873874224,1.00759,0.0004354563
135.4157233296719,1.0075456,0.00043543597
135.43615782048437,1.0092436,0.00043564537
135.45659251117468,1.0075159,0.00043549918
135.47702710175508,1.0078164,0.00043550567
135.4974615921019,1.0072668,0.0004353093
135.51789628244296,1.0081165,0.0004352272
135.5383308725577,1.007644,0.00043533716
135.5587653626717,1.0074651,0.00043536257
135.5791999525536,1.0081432,0.00043518565
135.5996346423126,1.0083878,0.00043544234
135.6200691318445,1.0085971,0.00043541237
135.6405037213699,1.0078468,0.0004353628
135.6609384107869,1.0079931,0.00043534618
135.68137299997034,1.0084571,0.0004354337
135.70180748903658,1.0087388,0.00043544886
135.7222420779799,1.008975,0.00043555044
135.74267676681484,1.0079557,0.0004354413
135.76311125552456,1.0091091,0.0004351138
135.7835458441259,1.0090296,0.0004353232
135.8039805324952,1.0087068,0.00043526394
135.82441502086294,1.0091758,0.0004357341
135.84484960899135,1.0086488,0.0004356526
135.86528419701062,1.0098778,0.00043557485
135.8857187849062,1.0096965,0.00043559034
135.90615337257623,1.0094153,0.00043553265
135.92658796024625,1.0093017,0.0004355078
135.94702244768268,1.010088,0.00043532136
135.96745713511336,1.0091122,0.0004354588
135.98789172231773,1.0101736,0.00043553766
136.0083262094049,1.0099355,0.00043547087
136.02876089636993,1.0101107,0.00043554054
136.04919548310863,1.0111833,0.00043565908
136.06962996984657,1.0113201,0.00043570632
136.09006455634517,1.0102696,0.00043574846
136.1104992427354,1.0100585,0.00043559782
136.13093382900115,1.0109345,0.00043555922
136.15136831515701,1.0104743,0.0004356585
136.17180300108157,1.009652,0.0004353529
136.19223758700537,1.0108144,0.00043556368
136.2126720726883,1.0105207,0.0004354187
136.23310665826284,1.0104071,0.0004354966
136.25354134371446,1.0103642,0.00043556557
136.27397582917183,1.011128,0.00043589942
136.29441041428072,1.0117633,0.00043564828
136.31484509939037,1.0113039,0.0004358614
136.3352795842584,1.0103543,0.00043552343
136.3557141689016,1.0100936,0.00043574232
136.37614875354484,1.0111215,0.00043587125
136.3965833381808,1.0112807,0.0004358775
136.41701792235835,1.0108263,0.0004352573
136.43745250676875,1.0116473,0.0004354732
136.45788719070697,1.011571,0.00043521714
136.47832167465094,1.0115803,0.00043547538
136.49875625859568,1.0154121,0.00043667984
136.51919084206747,1.0112383,0.00043518984
136.53962542577938,1.0123526,0.00043550014
136.56006000902562,1.0125341,0.00043582145
136.58049459226459,1.0118057,0.0004352823
136.60092917551083,1.0114044,0.00043532916
136.62136375852424,1.012847,0.00043570012
136.64179834129754,1.0124958,0.00043590917
136.66223292407813,1.0116949,0.0004353291
136.68266750662588,1.0121168,0.00043534668
136.70310208893352,1.0122811,0.0004357576
136.72353667124844,1.0126905,0.00043574307
136.74397115332977,1.0118082,0.00043560262
136.76440583540534,1.0123459,0.0004359905
136.7848404172546,1.0132402,0.0004360515
136.8052748991031,1.0127296,0.00043568667
136.82570958048018,1.0132885,0.00043595294
136.8461441620966,1.0134481,0.00043603132
136.86657874347293,1.0126748,0.00043563292
136.88701322462293,1.0129433,0.000435614
136.90744790554163,1.0135844,0.00043592058
136.92788248645957,1.0124425,0.00043584916
136.94831696713663,1.0132835,0.0004357834
136.9687516478225,1.0129671,0.00043592686
136.9891862282675,1.0133363,0.0004360728
137.009620708719,1.0151044,0.0004358031
137.03005528870563,1.0139933,0.000435852
137.05048996892583,1.0127445,0.00043579857
137.07092444867158,1.0141232,0.00043584086
137.0913590286582,1.0126412,0.00043568324
137.11179370817263,1.013026,0.00043558245
137.13222818769282,1.0137068,0.0004358689
137.15266276698094,1.0145473,0.00043598702
137.17309734626906,1.0135411,0.00043571534
137.19353202531784,1.0144985,0.0004359393
137.21396650413953,1.0134804,0.00043559916
137.234401082962,1.0137943,0.0004362027
137.2548355615436,1.013968,0.00043563015
137.27527024013398,1.0139503,0.00043574529
137.29570481849078,1.0144172,0.00043570812
137.3161392966067,1.0143158,0.00043575984
137.33657397473144,1.0150791,0.0004357673
137.35700855262257,1.0143219,0.00043582503
137.39787760816398,1.0148534,0.00043561586
137.41831228559022,1.0144234,0.00043584136
137.43874686300842,1.0141523,0.00043570896
137.4591813402003,1.013678,0.00043545666
137.4796160173937,1.0152181,0.00043573757
137.50005059434625,1.0143187,0.00043552503
137.52048507107247,1.0144225,0.00043593935
137.54091964779946,1.0141037,0.0004354218
137.5613543242871,1.0151194,0.0004359837
137.58178880054766,1.0155498,0.000435785
137.60222337680898,1.0146719,0.00043579558
137.62265805283096,1.0150344,0.0004358698
137.64309262885945,1.0142508,0.00043574037
137.66352710465435,1.0138731,0.00043560026
137.6839616802099,1.0147886,0.00043574892
137.7043963557735,1.0150688,0.0004360255
137.72483083110274,1.0150986,0.00043562663
137.74526540619263,1.0152364,0.00043585707
137.76570008129056,1.0150177,0.0004359766
137.78613455638697,1.0155338,0.0004362009
137.8065691310112,1.0157874,0.00043599523
137.82700360564195,1.0160643,0.00043567416
