time,flux,flux_err,kepid,disposition
131.51175457672798,1.000421,0.00050265016,10225800,FALSE POSITIVE
131.532189085985,1.0004982,0.000502872,10225800,FALSE POSITIVE
131.55262349530676,1.0010023,0.0005030569,10225800,FALSE POSITIVE
131.57305780462048,1.0004787,0.000502814,10225800,FALSE POSITIVE
131.59349221394223,1.0002625,0.0005029416,10225800,FALSE POSITIVE
131.61392672326474,0.99955684,0.0005030152,10225800,FALSE POSITIVE
131.63436103258573,1.00071,0.0005030813,10225800,FALSE POSITIVE
131.6547954419002,0.99977285,0.00050278974,10225800,FALSE POSITIVE
131.6752299511645,1.0017978,0.00050303596,10225800,FALSE POSITIVE
131.695664360479,1.0000874,0.0005031308,10225800,FALSE POSITIVE
131.71609866979998,1.0020401,0.0005030569,10225800,FALSE POSITIVE
131.73653307906352,1.0009251,0.0005030012,10225800,FALSE POSITIVE
131.75696758837876,1.0003438,0.0005030533,10225800,FALSE POSITIVE
131.77740189769975,1.0003202,0.0005029257,10225800,FALSE POSITIVE
131.7978363069633,1.0007762,0.000503082,10225800,FALSE POSITIVE
131.81827081627853,1.0007322,0.0005028366,10225800,FALSE POSITIVE
131.8387051255413,1.0005499,0.0005031055,10225800,FALSE POSITIVE
131.85913953486306,1.0011537,0.00050275895,10225800,FALSE POSITIVE
131.87957394411933,1.0012876,0.00050328014,10225800,FALSE POSITIVE
131.90000835338287,1.0018619,0.000503582,10225800,FALSE POSITIVE
131.92044276270462,1.0006266,0.0005032436,10225800,FALSE POSITIVE
131.9408771719609,1.0010822,0.00050327106,10225800,FALSE POSITIVE
131.96131158122444,1.001203,0.0005031123,10225800,FALSE POSITIVE
131.9817459905462,1.0015088,0.00050338183,10225800,FALSE POSITIVE
132.00218039980246,1.001435,0.0005031957,10225800,FALSE POSITIVE
132.02261470906524,1.0024462,0.00050337834,10225800,FALSE POSITIVE
132.04304921832954,1.0009608,0.0005033104,10225800,FALSE POSITIVE
132.0634836275858,1.0003378,0.00050300045,10225800,FALSE POSITIVE
132.0839179368486,1.0001532,0.0005032562,10225800,FALSE POSITIVE
132.10435234611214,1.00154,0.00050318846,10225800,FALSE POSITIVE
132.12478685531096,1.0005114,0.0005031567,10225800,FALSE POSITIVE
132.14522116457374,1.0011848,0.0005033893,10225800,FALSE POSITIVE
132.16565557383728,1.0017267,0.0005033991,10225800,FALSE POSITIVE
132.1860900830943,1.000259,0.00050304265,10225800,FALSE POSITIVE
132.20652449229965,1.0015407,0.00050321367,10225800,FALSE POSITIVE
132.22695880156243,1.0002882,0.00050302304,10225800,FALSE POSITIVE
