time,flux,flux_err,centroid_col,centroid_row,cadenceno,quality
1517.40830145788,17350.736328125,3.61322021484375,716.8626468679226,1850.9897288558427,0,0
1517.4291351469656,16897.82421875,3.5658040046691895,716.8576202372578,1850.9894857632373,1,0
1517.4499688387286,16523.30078125,3.5258657932281494,716.8531133827348,1850.9893659063964,2,0
1517.470802532937,16241.6630859375,3.49531888961792,716.8498593900008,1850.9879962905247,3,0
1517.4916362293566,15979.8447265625,3.466855764389038,716.8475110492276,1850.9884348866349,4,0
1517.512469927989,15769.048828125,3.443805456161499,716.8454965429336,1850.987924698712,5,0
1517.5333036285997,15580.3701171875,3.4228429794311523,716.8426010522305,1850.9873257201712,6,0
1517.554137331189,15411.1923828125,3.40427303314209,716.8417417007006,1850.9871908089704,7,0
1517.5749710356422,15266.564453125,3.38808274269104,716.8393789433505,1850.9868428244756,8,0
1517.5958047416084,15149.0634765625,3.375074625015259,716.8384824592408,1850.9871998584897,9,0
1517.61663844932,15055.5888671875,3.3646340370178223,716.8369694539565,1850.986770138892,10,0
1517.6374721584293,14954.14453125,3.3533318042755127,716.8362677841845,1850.9865646487399,11,0
1517.6583058690521,14869.705078125,3.344078302383423,716.8352229486494,1850.9868643992104,12,0
1517.679139580839,14783.0859375,3.3340063095092773,716.8343866512351,1850.9861248074367,13,0
1517.6999732940226,14698.3037109375,3.3243765830993652,716.8333451763507,1850.9864029454266,14,0
1517.7208070082534,14618.7861328125,3.3154640197753906,716.8331341468066,1850.9865788746247,15,0
1517.7416407236485,14527.4873046875,3.3052875995635986,716.8314629873582,1850.986156218744,16,0
1517.762474439976,14445.4287109375,3.295729637145996,716.8303450726025,1850.9859240670658,17,0
1517.7833081573503,14380.6005859375,3.2882368564605713,716.8301651666284,1850.9864379859478,18,0
1517.8041418755402,14303.9013671875,3.2794785499572754,716.8294085147361,1850.986937285603,19,0
1517.8249755945444,14242.72265625,3.2725396156311035,716.8282607986891,1850.9861681435036,20,0
1517.845809314481,14202.193359375,3.2677347660064697,716.8274566500718,1850.9862419554336,21,0
1517.8666430349995,14153.3359375,3.262282371520996,716.8272095159489,1850.9862305402823,22,0
1517.887476756215,14112.98046875,3.257809638977051,716.8268329497334,1850.9861995571175,23,0
1517.9083104781298,14081.5498046875,3.2544021606445312,716.826656079504,1850.9867674480827,24,0
1517.9291442006265,14058.478515625,3.2513532638549805,716.8259954044497,1850.9860227824179,25,0
1517.9499779237049,14026.8330078125,3.247432231903076,716.825776481558,1850.986249725606,26,0
1517.9708116472505,14015.1259765625,3.246103525161743,716.8253104346873,1850.9866864163014,27,0
1517.9916453713777,13994.26171875,3.2438557147979736,716.8251246203453,1850.9863408456897,28,0
1518.0124790958525,13966.1181640625,3.2404985427856445,716.8249528015101,1850.9863832356557,29,0
1518.033312820678,13954.431640625,3.2391672134399414,716.8247645814663,1850.9866038930566,30,0
1518.0541465459692,13940.35546875,3.237379312515259,716.8241520672894,1850.9865775467526,31,0
1518.0749802716095,13894.376953125,3.2325260639190674,716.8248381325151,1850.9866289631273,32,0
1518.0958139975985,13882.384765625,3.231095314025879,716.8239487911206,1850.9869560556242,33,0
