time,flux,flux_err,kepid,disposition
131.5119352665206,1.0001653,0.00018703533,7977197,CONFIRMED
131.53236986716365,0.99998343,0.00018731019,7977197,CONFIRMED
131.55280436781322,0.9998036,0.00018717753,7977197,CONFIRMED
131.57323876839655,0.9998435,0.00018706446,7977197,CONFIRMED
131.5936732689879,1.0001355,0.00018733476,7977197,CONFIRMED
131.61410786958004,0.99986434,0.00018717226,7977197,CONFIRMED
131.63454227005423,0.9999974,0.00018723487,7977197,CONFIRMED
131.6549767705801,0.99993145,0.00018709735,7977197,CONFIRMED
131.67541137111402,1.000073,0.00018720614,7977197,CONFIRMED
131.6958458715235,0.999854,0.00018734137,7977197,CONFIRMED
131.71628027199768,0.999999,0.00018708534,7977197,CONFIRMED
131.73671477241442,1.0001981,0.0001873366,7977197,CONFIRMED
131.75714937276643,1.0001489,0.00018726227,7977197,CONFIRMED
131.7775837731242,0.99997616,0.00018718945,7977197,CONFIRMED
131.79801827348274,0.99985564,0.00018727435,7977197,CONFIRMED
131.81845287377655,1.000102,0.00018731153,7977197,CONFIRMED
131.83888727407611,0.99999106,0.00018717696,7977197,CONFIRMED
131.85932177431823,0.9998985,0.00018719478,7977197,CONFIRMED
131.87975627455307,1.000083,0.00018732675,7977197,CONFIRMED
131.90019077473698,1.000221,0.00018735987,7977197,CONFIRMED
131.9206252749209,0.99974394,0.0001871611,7977197,CONFIRMED
131.94105977509753,0.9998448,0.00018738232,7977197,CONFIRMED
131.96149427522323,0.99998313,0.00018734155,7977197,CONFIRMED
131.98192877529073,1.0001479,0.00018734155,7977197,CONFIRMED
132.00236327540915,0.99981445,0.00018730231,7977197,CONFIRMED
132.02279767541768,0.99999887,0.00018731266,7977197,CONFIRMED
132.04323227542773,1.0000604,0.00018741588,7977197,CONFIRMED
132.06366677542974,1.0001509,0.00018732778,7977197,CONFIRMED
132.08410117538006,0.99997914,0.00018743564,7977197,CONFIRMED
132.10453567533114,1.000096,0.00018740927,7977197,CONFIRMED
132.1249702752757,0.9999957,0.00018741637,7977197,CONFIRMED
132.1454046751096,0.9996752,0.00018740744,7977197,CONFIRMED
132.16583917500247,0.9998298,0.00018739117,7977197,CONFIRMED
132.18627377483062,0.99998796,0.00018734821,7977197,CONFIRMED
132.20670827460708,1.0002637,0.00018733814,7977197,CONFIRMED
132.22714267438278,1.0000201,0.00018739568,7977197,CONFIRMED
132.24757717415923,0.99991053,0.00018742499,7977197,CONFIRMED
132.26801177387097,1.0002726,0.00018740655,7977197,CONFIRMED
132.28844617353025,1.0000911,0.00018738049,7977197,CONFIRMED
132.308880673183,0.9999056,0.00018740751,7977197,CONFIRMED
132.32931527284381,0.99976164,0.00018738252,7977197,CONFIRMED
132.3497496725031,1.0000603,0.00018745459,7977197,CONFIRMED
132.37018417204672,1.0000652,0.00018743155,7977197,CONFIRMED
132.39061867158307,0.999933,0.000187492,7977197,CONFIRMED
132.4110531711267,0.9998646,0.00018734774,7977197,CONFIRMED
132.43148767066305,0.99981487,0.0001874722,7977197,CONFIRMED
132.45192217009026,1.0004106,0.00018751281,7977197,CONFIRMED
132.47235676951823,0.9998568,0.00018744478,7977197,CONFIRMED
132.49279116894468,0.99982136,0.00018743111,7977197,CONFIRMED
132.5132256682482,1.0002546,0.00018749501,7977197,CONFIRMED
132.53366006767465,0.999816,0.00018746388,7977197,CONFIRMED
132.55409466697893,0.99980897,0.00018743245,7977197,CONFIRMED
132.57452916628972,1.0000637,0.0001874607,7977197,CONFIRMED
132.59496356548334,0.9999481,0.00018745758,7977197,CONFIRMED
132.6153981647949,0.999729,0.00018746364,7977197,CONFIRMED
132.635832663982,1.000219,0.0001875357,7977197,CONFIRMED
132.65626716305997,0.999611,0.00018744517,7977197,CONFIRMED
132.67670156225358,0.99979305,0.000187515,7977197,CONFIRMED
