time,flux,flux_err,kepid,disposition
131.51235154733877,1.0001364,0.00014817147,8095441,CONFIRMED
131.53278607469838,1.0000074,0.0001482969,8095441,CONFIRMED
131.5532205019481,0.9997545,0.00014839273,8095441,CONFIRMED
131.57365482918976,0.99957436,0.00014832706,8095441,CONFIRMED
131.59408925632306,1.0000341,0.00014834244,8095441,CONFIRMED
131.6145237833407,0.99974823,0.00014835174,8095441,CONFIRMED
131.63495811035682,1.000112,0.00014845528,8095441,CONFIRMED
131.65539253736642,0.99990106,0.00014845617,8095441,CONFIRMED
131.67582706415124,1.0001378,0.00014843397,8095441,CONFIRMED
131.696261490928,0.99979085,0.00014845542,8095441,CONFIRMED
131.7166958177113,0.9997644,0.0001483106,8095441,CONFIRMED
131.73713024437893,1.0000082,0.00014832358,8095441,CONFIRMED
131.75756477092364,0.9998586,0.00014841357,8095441,CONFIRMED
131.7779990974741,1.000028,0.00014841238,8095441,CONFIRMED
131.7984335239089,0.9999466,0.00014825512,8095441,CONFIRMED
131.8188680503372,0.9997549,0.00014838403,8095441,CONFIRMED
131.8393023765384,0.9997229,0.00014830676,8095441,CONFIRMED
131.8597368028568,0.99981904,0.00014828815,8095441,CONFIRMED
131.88017122893507,1.0000992,0.00014846324,8095441,CONFIRMED
131.90060565513704,1.0001827,0.0001483652,8095441,CONFIRMED
131.92104008110618,0.99990255,0.00014847686,8095441,CONFIRMED
131.94147450706805,0.999696,0.0001483772,8095441,CONFIRMED
131.96190893292078,1.000059,0.00014821553,8095441,CONFIRMED
131.9823433587735,0.999852,0.00014845103,8095441,CONFIRMED
132.00277778450254,0.99974746,0.00014841193,8095441,CONFIRMED
132.02321211012168,1.0000699,0.00014843534,8095441,CONFIRMED
132.04364663574233,0.99982977,0.000148361,8095441,CONFIRMED
132.06408106123854,1.0001189,0.00014847262,8095441,CONFIRMED
132.08451538674126,1.0002625,0.00014849243,8095441,CONFIRMED
132.10494981212832,0.99991465,0.00014841753,8095441,CONFIRMED
132.12538433739246,1.0000879,0.00014847018,8095441,CONFIRMED
132.14581866266235,0.9997791,0.00014848202,8095441,CONFIRMED
132.16625308781659,0.9996917,0.00014836603,8095441,CONFIRMED
132.1866876129643,1.0001433,0.00014839691,8095441,CONFIRMED
132.20712203800213,0.99994737,0.00014847393,8095441,CONFIRMED
132.22755636292277,0.9999887,0.0001483017,8095441,CONFIRMED
132.24799078784417,0.9996714,0.00014842811,8095441,CONFIRMED
132.26842531264265,0.999768,0.00014843728,8095441,CONFIRMED
132.28885963733046,0.99972135,0.00014843182,8095441,CONFIRMED
132.30929406201176,1.0001616,0.00014845302,8095441,CONFIRMED
132.32972858658468,0.99952716,0.00014841679,8095441,CONFIRMED
132.35016291115608,0.9998609,0.00014838624,8095441,CONFIRMED
132.3705973354954,0.99983907,0.00014842981,8095441,CONFIRMED
132.39103175994387,1.0004296,0.0001485589,8095441,CONFIRMED
132.41146618416678,1.0000294,0.00014845378,8095441,CONFIRMED
132.43190060849884,0.99981207,0.00014849832,8095441,CONFIRMED
132.45233503260533,0.9997267,0.00014842408,8095441,CONFIRMED
132.4727695567126,0.9996819,0.00014833914,8095441,CONFIRMED
132.4932038807019,0.9999523,0.00014839077,8095441,CONFIRMED
132.5136383045683,1.0000595,0.00014846836,8095441,CONFIRMED
132.5340726284412,0.9998064,0.00014842399,8095441,CONFIRMED
132.55450715230836,0.9999573,0.00014847085,8095441,CONFIRMED
132.5749415759492,0.9996599,0.00014848237,8095441,CONFIRMED
132.59537589958927,1.0001012,0.0001484251,8095441,CONFIRMED
132.61581042323087,0.99982,0.00014845388,8095441,CONFIRMED
132.6362448466316,1.000096,0.00014862047,8095441,CONFIRMED
132.65667927015602,1.0001446,0.00014857874,8095441,CONFIRMED
132.67711359344685,0.9999871,0.00014851778,8095441,CONFIRMED
132.69754811673192,1.0001725,0.00014837089,8095441,CONFIRMED
132.7179825399071,0.99981517,0.00014836833,8095441,CONFIRMED
132.7384168630815,0.9995737,0.00014841111,8095441,CONFIRMED
132.75885138613376,0.99989665,0.00014842289,8095441,CONFIRMED
132.7792858090761,0.9998698,0.00014838799,8095441,CONFIRMED
132.79972013190127,1.0002725,0.0001483672,8095441,CONFIRMED
132.82015455483634,0.99969184,0.00014841126,8095441,CONFIRMED
132.8405890775466,0.9997865,0.00014832868,8095441,CONFIRMED
132.86102340025536,1.0001383,0.00014845502,8095441,CONFIRMED
132.88145782284118,0.99986213,0.0001483385,8095441,CONFIRMED
132.90189234531863,0.9998594,0.00014835666,8095441,CONFIRMED
132.92232666779455,0.9994963,0.00014840064,8095441,CONFIRMED
132.94276109014754,0.9998969,0.00014831845,8095441,CONFIRMED
132.9631955125078,0.9999891,0.00014846776,8095441,CONFIRMED
132.983630034636,0.99980205,0.00014845598,8095441,CONFIRMED
133.0040643567554,1.0003072,0.00014849722,8095441,CONFIRMED
133.02449877888284,0.99982816,0.0001484661,8095441,CONFIRMED
133.04493320089387,0.9999146,0.00014845909,8095441,CONFIRMED
133.0653676227812,0.99996644,0.00014850435,8095441,CONFIRMED
