time,flux,flux_err,kepid,disposition
169.7658534293878,0.99972606,0.00061299204,5428668,FALSE POSITIVE
169.7862875617575,1.0000923,0.000613164,5428668,FALSE POSITIVE
169.80672149366,0.99985605,0.0006130128,5428668,FALSE POSITIVE
169.82715562532394,0.99919426,0.0006130366,5428668,FALSE POSITIVE
169.8475895567608,1.0011796,0.00061322557,5428668,FALSE POSITIVE
169.86802368796634,0.99974734,0.0006131389,5428668,FALSE POSITIVE
169.88845761869743,0.99968904,0.00061306724,5428668,FALSE POSITIVE
169.90889164943655,0.9984383,0.0006129952,5428668,FALSE POSITIVE
169.92932577971078,1.0001955,0.000613131,5428668,FALSE POSITIVE
169.94975970974338,0.9993129,0.00061306666,5428668,FALSE POSITIVE
169.970193739784,1.0010854,0.00061321835,5428668,FALSE POSITIVE
169.99062786935974,1.0006875,0.0006131975,5428668,FALSE POSITIVE
170.01106189846178,1.000064,0.00061306654,5428668,FALSE POSITIVE
170.03149582757032,0.9992606,0.00061305956,5428668,FALSE POSITIVE
170.0519298564468,0.99902433,0.0006130755,5428668,FALSE POSITIVE
170.07236388485035,0.99981695,0.00061309524,5428668,FALSE POSITIVE
170.09279791302833,0.99983037,0.0006131704,5428668,FALSE POSITIVE
170.1132319409735,0.99939704,0.00061309466,5428668,FALSE POSITIVE
170.1336660686793,1.000223,0.00061320176,5428668,FALSE POSITIVE
170.1541000961588,0.9998117,0.0006131728,5428668,FALSE POSITIVE
170.19496805041126,0.9998727,0.00061304815,5428668,FALSE POSITIVE
170.21540207695944,1.0001842,0.00061325135,5428668,FALSE POSITIVE
170.23583610327478,1.0000867,0.0006130833,5428668,FALSE POSITIVE
170.25627012935,0.9991574,0.0006130485,5428668,FALSE POSITIVE
170.2767042554333,1.0006691,0.00061314774,5428668,FALSE POSITIVE
170.29713818081655,1.0000951,0.00061305135,5428668,FALSE POSITIVE
170.3175722061933,1.0001856,0.00061317487,5428668,FALSE POSITIVE
170.33800623134448,0.9986084,0.00061298645,5428668,FALSE POSITIVE
170.35844025603,0.9997545,0.0006131204,5428668,FALSE POSITIVE
170.37887428070826,0.9999447,0.00061318715,5428668,FALSE POSITIVE
170.39930830492813,0.9998686,0.00061313855,5428668,FALSE POSITIVE
170.41974242891592,0.9997333,0.0006130789,5428668,FALSE POSITIVE
170.4401763526621,0.99949944,0.0006132456,5428668,FALSE POSITIVE
170.46061037595064,1.0001891,0.0006132009,5428668,FALSE POSITIVE
170.48104429923842,1.0005952,0.0006132371,5428668,FALSE POSITIVE
170.5014784220548,1.0000247,0.00061315316,5428668,FALSE POSITIVE
170.52191244487767,1.0012476,0.0006133427,5428668,FALSE POSITIVE
170.54234636723413,1.0006132,0.0006133565,5428668,FALSE POSITIVE
170.562780489352,0.99960643,0.0006130609,5428668,FALSE POSITIVE
170.58321451124357,0.9995037,0.00061319367,5428668,FALSE POSITIVE
170.6036485329023,0.9989828,0.0006131507,5428668,FALSE POSITIVE
170.62408245408733,1.0003201,0.00061319204,5428668,FALSE POSITIVE
170.64451657528116,1.000232,0.0006131757,5428668,FALSE POSITIVE
170.66495059600857,1.0001417,0.0006131049,5428668,FALSE POSITIVE
170.6853845164951,0.99957746,0.0006131414,5428668,FALSE POSITIVE
170.7058186367576,1.000009,0.00061308546,5428668,FALSE POSITIVE
170.72625265678653,0.9997883,0.0006130688,5428668,FALSE POSITIVE
170.74668657657458,0.99905735,0.0006130273,5428668,FALSE POSITIVE
170.7671206961386,1.0018014,0.00061335554,5428668,FALSE POSITIVE
170.78755471523618,0.99985635,0.0006131782,5428668,FALSE POSITIVE
170.8079886340929,0.99904567,0.0006130893,5428668,FALSE POSITIVE
170.82842265295767,1.000081,0.000613144,5428668,FALSE POSITIVE
170.84885677135753,1.0000108,0.0006131808,5428668,FALSE POSITIVE
